month_beginning,station_id,stationame,avg_weekday_rides,avg_saturday_rides,avg_sunday.holiday_rides,monthtotal,no_of_trips,TAVG.Calc.F.,TMAX..Degrees.Fahrenheit.,TMIN..Degrees.Fahrenheit.,PRCP..Inches.,SNOW..Inches.,SNWD..Inches.
1/1/2023,40080,Sheridan,2134.6,1575.8,1150.5,58032,4860.9,41,45,37,0.14,0,0
1/1/2023,40080,Sheridan,2134.6,1575.8,1150.5,58032,4860.9,0,0,0,0.14,0,0
1/1/2023,40080,Sheridan,2134.6,1575.8,1150.5,58032,4860.9,0,0,0,0.19,0,0
1/1/2023,41420,Addison-North Main,3006.2,2784.3,2202.8,87485,7993.3,0,0,0,0.12,0,0
1/1/2023,41420,Addison-North Main,3006.2,2784.3,2202.8,87485,7993.3,41,45,37,0.14,0,0
1/1/2023,41420,Addison-North Main,3006.2,2784.3,2202.8,87485,7993.3,0,0,0,0.14,0,0
1/1/2023,41420,Addison-North Main,3006.2,2784.3,2202.8,87485,7993.3,0,0,0,0.19,0,0
1/1/2023,41320,Belmont-North Main,5423.6,4890.3,3594.3,155023,13908.2,0,0,0,0.12,0,0
1/1/2023,41320,Belmont-North Main,5423.6,4890.3,3594.3,155023,13908.2,41,45,37,0.14,0,0
1/1/2023,41320,Belmont-North Main,5423.6,4890.3,3594.3,155023,13908.2,0,0,0,0.14,0,0
1/1/2023,41320,Belmont-North Main,5423.6,4890.3,3594.3,155023,13908.2,0,0,0,0.19,0,0
1/1/2023,41220,Fullerton,7511.2,4747.5,3748.7,199218,16007.4,0,0,0,0.12,0,0
1/1/2023,41220,Fullerton,7511.2,4747.5,3748.7,199218,16007.4,41,45,37,0.14,0,0
1/1/2023,41220,Fullerton,7511.2,4747.5,3748.7,199218,16007.4,0,0,0,0.14,0,0
1/1/2023,41220,Fullerton,7511.2,4747.5,3748.7,199218,16007.4,0,0,0,0.19,0,0
1/1/2023,40650,North/Clybourn,2385.5,2319.5,1650.7,69277,6355.7,0,0,0,0.12,0,0
1/1/2023,40650,North/Clybourn,2385.5,2319.5,1650.7,69277,6355.7,41,45,37,0.14,0,0
1/1/2023,40650,North/Clybourn,2385.5,2319.5,1650.7,69277,6355.7,0,0,0,0.14,0,0
1/1/2023,40650,North/Clybourn,2385.5,2319.5,1650.7,69277,6355.7,0,0,0,0.19,0,0
1/1/2023,40630,Clark/Division,3641.4,3047.5,2224.7,102007,8913.6,0,0,0,0.12,0,0
1/1/2023,40630,Clark/Division,3641.4,3047.5,2224.7,102007,8913.6,41,45,37,0.14,0,0
1/1/2023,40630,Clark/Division,3641.4,3047.5,2224.7,102007,8913.6,0,0,0,0.14,0,0
1/1/2023,40630,Clark/Division,3641.4,3047.5,2224.7,102007,8913.6,0,0,0,0.19,0,0
1/1/2023,41450,Chicago/State,5589.7,4667.5,3542,157305,13799.2,0,0,0,0.12,0,0
1/1/2023,41450,Chicago/State,5589.7,4667.5,3542,157305,13799.2,41,45,37,0.14,0,0
1/1/2023,41450,Chicago/State,5589.7,4667.5,3542,157305,13799.2,0,0,0,0.14,0,0
1/1/2023,41450,Chicago/State,5589.7,4667.5,3542,157305,13799.2,0,0,0,0.19,0,0
1/1/2023,40330,Grand/State,3658.2,4018.8,3429.8,113477,11106.8,0,0,0,0.12,0,0
1/1/2023,40330,Grand/State,3658.2,4018.8,3429.8,113477,11106.8,41,45,37,0.14,0,0
1/1/2023,40330,Grand/State,3658.2,4018.8,3429.8,113477,11106.8,0,0,0,0.14,0,0
1/1/2023,40330,Grand/State,3658.2,4018.8,3429.8,113477,11106.8,0,0,0,0.19,0,0
1/1/2023,41660,Lake/State,7186.6,5233,3935,195461,16354.6,0,0,0,0.12,0,0
1/1/2023,41660,Lake/State,7186.6,5233,3935,195461,16354.6,41,45,37,0.14,0,0
1/1/2023,41660,Lake/State,7186.6,5233,3935,195461,16354.6,0,0,0,0.14,0,0
1/1/2023,41660,Lake/State,7186.6,5233,3935,195461,16354.6,0,0,0,0.19,0,0
1/1/2023,41090,Monroe/State,2919.7,1495.3,1131.8,74085,5546.8,0,0,0,0.12,0,0
1/1/2023,41090,Monroe/State,2919.7,1495.3,1131.8,74085,5546.8,41,45,37,0.14,0,0
1/1/2023,41090,Monroe/State,2919.7,1495.3,1131.8,74085,5546.8,0,0,0,0.14,0,0
1/1/2023,41090,Monroe/State,2919.7,1495.3,1131.8,74085,5546.8,0,0,0,0.19,0,0
1/1/2023,40560,Jackson/State,3460,1458.8,1269,86110,6187.8,0,0,0,0.12,0,0
1/1/2023,40560,Jackson/State,3460,1458.8,1269,86110,6187.8,41,45,37,0.14,0,0
1/1/2023,40560,Jackson/State,3460,1458.8,1269,86110,6187.8,0,0,0,0.14,0,0
1/1/2023,40560,Jackson/State,3460,1458.8,1269,86110,6187.8,0,0,0,0.19,0,0
1/1/2023,41490,Harrison,1691.5,1385.8,1038,47292,4115.3,0,0,0,0.12,0,0
1/1/2023,41490,Harrison,1691.5,1385.8,1038,47292,4115.3,41,45,37,0.14,0,0
1/1/2023,41490,Harrison,1691.5,1385.8,1038,47292,4115.3,0,0,0,0.14,0,0
1/1/2023,41490,Harrison,1691.5,1385.8,1038,47292,4115.3,0,0,0,0.19,0,0
1/1/2023,41400,Roosevelt,4981.7,4096.5,3585.2,142512,12663.4,0,0,0,0.12,0,0
1/1/2023,41400,Roosevelt,4981.7,4096.5,3585.2,142512,12663.4,41,45,37,0.14,0,0
1/1/2023,41400,Roosevelt,4981.7,4096.5,3585.2,142512,12663.4,0,0,0,0.14,0,0
1/1/2023,41400,Roosevelt,4981.7,4096.5,3585.2,142512,12663.4,0,0,0,0.19,0,0
1/1/2023,41000,Cermak-Chinatown,1802.4,2479.5,2511.2,62836,6793.1,0,0,0,0.12,0,0
1/1/2023,41000,Cermak-Chinatown,1802.4,2479.5,2511.2,62836,6793.1,41,45,37,0.14,0,0
1/1/2023,41000,Cermak-Chinatown,1802.4,2479.5,2511.2,62836,6793.1,0,0,0,0.14,0,0
1/1/2023,41000,Cermak-Chinatown,1802.4,2479.5,2511.2,62836,6793.1,0,0,0,0.19,0,0
1/1/2023,40190,Sox-35th-Dan Ryan,1441,845,674.2,37686,2960.2,0,0,0,0.12,0,0
1/1/2023,40190,Sox-35th-Dan Ryan,1441,845,674.2,37686,2960.2,41,45,37,0.14,0,0
1/1/2023,40190,Sox-35th-Dan Ryan,1441,845,674.2,37686,2960.2,0,0,0,0.14,0,0
1/1/2023,40190,Sox-35th-Dan Ryan,1441,845,674.2,37686,2960.2,0,0,0,0.19,0,0
1/1/2023,41230,47th-Dan Ryan,1127.4,774,621,30497,2522.4,0,0,0,0.12,0,0
1/1/2023,41230,47th-Dan Ryan,1127.4,774,621,30497,2522.4,41,45,37,0.14,0,0
1/1/2023,41230,47th-Dan Ryan,1127.4,774,621,30497,2522.4,0,0,0,0.14,0,0
1/1/2023,41230,47th-Dan Ryan,1127.4,774,621,30497,2522.4,0,0,0,0.19,0,0
1/1/2023,41170,Garfield-Dan Ryan,1273.3,972,664,34611,2909.3,0,0,0,0.12,0,0
1/1/2023,41170,Garfield-Dan Ryan,1273.3,972,664,34611,2909.3,41,45,37,0.14,0,0
1/1/2023,41170,Garfield-Dan Ryan,1273.3,972,664,34611,2909.3,0,0,0,0.14,0,0
1/1/2023,41170,Garfield-Dan Ryan,1273.3,972,664,34611,2909.3,0,0,0,0.19,0,0
1/1/2023,40910,63rd-Dan Ryan,969.9,684,647.7,26989,2301.6,0,0,0,0.12,0,0
1/1/2023,40910,63rd-Dan Ryan,969.9,684,647.7,26989,2301.6,41,45,37,0.14,0,0
1/1/2023,40910,63rd-Dan Ryan,969.9,684,647.7,26989,2301.6,0,0,0,0.14,0,0
1/1/2023,40910,63rd-Dan Ryan,969.9,684,647.7,26989,2301.6,0,0,0,0.19,0,0
1/1/2023,40990,69th,1731.9,1260.3,984.2,47316,3976.4,0,0,0,0.12,0,0
1/1/2023,40990,69th,1731.9,1260.3,984.2,47316,3976.4,41,45,37,0.14,0,0
1/1/2023,40990,69th,1731.9,1260.3,984.2,47316,3976.4,0,0,0,0.14,0,0
1/1/2023,40990,69th,1731.9,1260.3,984.2,47316,3976.4,0,0,0,0.19,0,0
1/1/2023,40240,79th,2429.1,1748.5,1502.7,67022,5680.3,0,0,0,0.12,0,0
1/1/2023,40240,79th,2429.1,1748.5,1502.7,67022,5680.3,41,45,37,0.14,0,0
1/1/2023,40240,79th,2429.1,1748.5,1502.7,67022,5680.3,0,0,0,0.14,0,0
1/1/2023,40240,79th,2429.1,1748.5,1502.7,67022,5680.3,0,0,0,0.19,0,0
1/1/2023,41430,87th,1503.5,1009.3,845.5,40684,3358.3,0,0,0,0.12,0,0
1/1/2023,41430,87th,1503.5,1009.3,845.5,40684,3358.3,41,45,37,0.14,0,0
1/1/2023,41430,87th,1503.5,1009.3,845.5,40684,3358.3,0,0,0,0.14,0,0
1/1/2023,41430,87th,1503.5,1009.3,845.5,40684,3358.3,0,0,0,0.19,0,0
1/1/2023,40450,95th/Dan Ryan,4123.6,2586.5,2107.3,109585,8817.4,0,0,0,0.12,0,0
1/1/2023,40450,95th/Dan Ryan,4123.6,2586.5,2107.3,109585,8817.4,41,45,37,0.14,0,0
1/1/2023,40450,95th/Dan Ryan,4123.6,2586.5,2107.3,109585,8817.4,0,0,0,0.14,0,0
1/1/2023,40450,95th/Dan Ryan,4123.6,2586.5,2107.3,109585,8817.4,0,0,0,0.19,0,0
1/1/2023,41050,Linden,374.9,184,146.5,9488,705.4,0,0,0,0.12,0,0
1/1/2023,41050,Linden,374.9,184,146.5,9488,705.4,41,45,37,0.14,0,0
1/1/2023,41050,Linden,374.9,184,146.5,9488,705.4,0,0,0,0.14,0,0
1/1/2023,41050,Linden,374.9,184,146.5,9488,705.4,0,0,0,0.19,0,0
1/1/2023,41250,Central-Evanston,396.5,199.8,156.2,10062,752.5,0,0,0,0.12,0,0
1/1/2023,41250,Central-Evanston,396.5,199.8,156.2,10062,752.5,41,45,37,0.14,0,0
1/1/2023,41250,Central-Evanston,396.5,199.8,156.2,10062,752.5,0,0,0,0.14,0,0
1/1/2023,41250,Central-Evanston,396.5,199.8,156.2,10062,752.5,0,0,0,0.19,0,0
1/1/2023,40400,Noyes,514.7,374.8,197.5,13493,1087,0,0,0,0.12,0,0
1/1/2023,40400,Noyes,514.7,374.8,197.5,13493,1087,41,45,37,0.14,0,0
1/1/2023,40400,Noyes,514.7,374.8,197.5,13493,1087,0,0,0,0.14,0,0
1/1/2023,40400,Noyes,514.7,374.8,197.5,13493,1087,0,0,0,0.19,0,0
1/1/2023,40520,Foster,380.7,375.3,209.8,10754,965.8,0,0,0,0.12,0,0
1/1/2023,40520,Foster,380.7,375.3,209.8,10754,965.8,41,45,37,0.14,0,0
1/1/2023,40520,Foster,380.7,375.3,209.8,10754,965.8,0,0,0,0.14,0,0
1/1/2023,40520,Foster,380.7,375.3,209.8,10754,965.8,0,0,0,0.19,0,0
1/1/2023,40050,Davis,1418.8,1076.5,729.2,38476,3224.5,0,0,0,0.12,0,0
1/1/2023,40050,Davis,1418.8,1076.5,729.2,38476,3224.5,41,45,37,0.14,0,0
1/1/2023,40050,Davis,1418.8,1076.5,729.2,38476,3224.5,0,0,0,0.14,0,0
1/1/2023,40050,Davis,1418.8,1076.5,729.2,38476,3224.5,0,0,0,0.19,0,0
1/1/2023,40690,Dempster,360.6,305,235,10202,900.6,0,0,0,0.12,0,0
1/1/2023,40690,Dempster,360.6,305,235,10202,900.6,41,45,37,0.14,0,0
1/1/2023,40690,Dempster,360.6,305,235,10202,900.6,0,0,0,0.14,0,0
1/1/2023,40690,Dempster,360.6,305,235,10202,900.6,0,0,0,0.19,0,0
1/1/2023,40270,Main,484,363.8,274.2,13263,1122,0,0,0,0.12,0,0
1/1/2023,40270,Main,484,363.8,274.2,13263,1122,41,45,37,0.14,0,0
1/1/2023,40270,Main,484,363.8,274.2,13263,1122,0,0,0,0.14,0,0
1/1/2023,40270,Main,484,363.8,274.2,13263,1122,0,0,0,0.19,0,0
1/1/2023,40840,South Boulevard,339.7,191.5,148.2,8788,679.4,0,0,0,0.12,0,0
1/1/2023,40840,South Boulevard,339.7,191.5,148.2,8788,679.4,41,45,37,0.14,0,0
1/1/2023,40840,South Boulevard,339.7,191.5,148.2,8788,679.4,0,0,0,0.14,0,0
1/1/2023,40840,South Boulevard,339.7,191.5,148.2,8788,679.4,0,0,0,0.19,0,0
1/1/2023,40140,Dempster-Skokie,677.7,307,269.2,17074,1253.9,0,0,0,0.12,0,0
1/1/2023,40140,Dempster-Skokie,677.7,307,269.2,17074,1253.9,41,45,37,0.14,0,0
1/1/2023,40140,Dempster-Skokie,677.7,307,269.2,17074,1253.9,0,0,0,0.14,0,0
1/1/2023,40140,Dempster-Skokie,677.7,307,269.2,17074,1253.9,0,0,0,0.19,0,0
1/1/2023,41680,Oakton-Skokie,440.3,157.8,135.8,10693,733.9,0,0,0,0.12,0,0
1/1/2023,41680,Oakton-Skokie,440.3,157.8,135.8,10693,733.9,41,45,37,0.14,0,0
1/1/2023,41680,Oakton-Skokie,440.3,157.8,135.8,10693,733.9,0,0,0,0.14,0,0
1/1/2023,41680,Oakton-Skokie,440.3,157.8,135.8,10693,733.9,0,0,0,0.19,0,0
1/1/2023,40890,O'Hare Airport,5445.9,4806.3,5302,165401,15554.2,0,0,0,0.12,0,0
1/1/2023,40890,O'Hare Airport,5445.9,4806.3,5302,165401,15554.2,41,45,37,0.14,0,0
1/1/2023,40890,O'Hare Airport,5445.9,4806.3,5302,165401,15554.2,0,0,0,0.14,0,0
1/1/2023,40890,O'Hare Airport,5445.9,4806.3,5302,165401,15554.2,0,0,0,0.19,0,0
1/1/2023,40820,Rosemont,2714.4,1693.3,1384,72079,5791.7,0,0,0,0.12,0,0
1/1/2023,40820,Rosemont,2714.4,1693.3,1384,72079,5791.7,41,45,37,0.14,0,0
1/1/2023,40820,Rosemont,2714.4,1693.3,1384,72079,5791.7,0,0,0,0.14,0,0
1/1/2023,40820,Rosemont,2714.4,1693.3,1384,72079,5791.7,0,0,0,0.19,0,0
1/1/2023,40230,Cumberland,1475.8,746.8,605.8,37613,2828.4,0,0,0,0.12,0,0
1/1/2023,40230,Cumberland,1475.8,746.8,605.8,37613,2828.4,41,45,37,0.14,0,0
1/1/2023,40230,Cumberland,1475.8,746.8,605.8,37613,2828.4,0,0,0,0.14,0,0
1/1/2023,40230,Cumberland,1475.8,746.8,605.8,37613,2828.4,0,0,0,0.19,0,0
1/1/2023,40750,Harlem-O'Hare,1324.3,583,469.2,32958,2376.5,0,0,0,0.12,0,0
1/1/2023,40750,Harlem-O'Hare,1324.3,583,469.2,32958,2376.5,41,45,37,0.14,0,0
1/1/2023,40750,Harlem-O'Hare,1324.3,583,469.2,32958,2376.5,0,0,0,0.14,0,0
1/1/2023,40750,Harlem-O'Hare,1324.3,583,469.2,32958,2376.5,0,0,0,0.19,0,0
1/1/2023,41280,Jefferson Park,3329.8,1834.3,1496.3,86240,6660.4,0,0,0,0.12,0,0
1/1/2023,41280,Jefferson Park,3329.8,1834.3,1496.3,86240,6660.4,41,45,37,0.14,0,0
1/1/2023,41280,Jefferson Park,3329.8,1834.3,1496.3,86240,6660.4,0,0,0,0.14,0,0
1/1/2023,41280,Jefferson Park,3329.8,1834.3,1496.3,86240,6660.4,0,0,0,0.19,0,0
1/1/2023,41330,Montrose-O'Hare,1092.3,605,491.2,28305,2188.5,0,0,0,0.12,0,0
1/1/2023,41330,Montrose-O'Hare,1092.3,605,491.2,28305,2188.5,41,45,37,0.14,0,0
1/1/2023,41330,Montrose-O'Hare,1092.3,605,491.2,28305,2188.5,0,0,0,0.14,0,0
1/1/2023,41330,Montrose-O'Hare,1092.3,605,491.2,28305,2188.5,0,0,0,0.19,0,0
1/1/2023,40550,Irving Park-O'Hare,1883.2,1095.8,870.3,49153,3849.3,0,0,0,0.12,0,0
1/1/2023,40550,Irving Park-O'Hare,1883.2,1095.8,870.3,49153,3849.3,41,45,37,0.14,0,0
1/1/2023,40550,Irving Park-O'Hare,1883.2,1095.8,870.3,49153,3849.3,0,0,0,0.14,0,0
1/1/2023,40550,Irving Park-O'Hare,1883.2,1095.8,870.3,49153,3849.3,0,0,0,0.19,0,0
1/1/2023,41240,Addison-O'Hare,1259.7,618.5,472.2,31760,2350.4,0,0,0,0.12,0,0
1/1/2023,41240,Addison-O'Hare,1259.7,618.5,472.2,31760,2350.4,41,45,37,0.14,0,0
1/1/2023,41240,Addison-O'Hare,1259.7,618.5,472.2,31760,2350.4,0,0,0,0.14,0,0
1/1/2023,41240,Addison-O'Hare,1259.7,618.5,472.2,31760,2350.4,0,0,0,0.19,0,0
1/1/2023,40060,Belmont-O'Hare,2617.3,1560.8,1183,68304,5361.1,0,0,0,0.12,0,0
1/1/2023,40060,Belmont-O'Hare,2617.3,1560.8,1183,68304,5361.1,41,45,37,0.14,0,0
1/1/2023,40060,Belmont-O'Hare,2617.3,1560.8,1183,68304,5361.1,0,0,0,0.14,0,0
1/1/2023,40060,Belmont-O'Hare,2617.3,1560.8,1183,68304,5361.1,0,0,0,0.19,0,0
1/1/2023,41020,Logan Square,3127.2,1993.8,1442.5,82301,6563.5,0,0,0,0.12,0,0
1/1/2023,41020,Logan Square,3127.2,1993.8,1442.5,82301,6563.5,41,45,37,0.14,0,0
1/1/2023,41020,Logan Square,3127.2,1993.8,1442.5,82301,6563.5,0,0,0,0.14,0,0
1/1/2023,41020,Logan Square,3127.2,1993.8,1442.5,82301,6563.5,0,0,0,0.19,0,0
1/1/2023,40570,California/Milwaukee,2302.4,1555.3,1089.7,61110,4947.4,0,0,0,0.12,0,0
1/1/2023,40570,California/Milwaukee,2302.4,1555.3,1089.7,61110,4947.4,41,45,37,0.14,0,0
1/1/2023,40570,California/Milwaukee,2302.4,1555.3,1089.7,61110,4947.4,0,0,0,0.14,0,0
1/1/2023,40570,California/Milwaukee,2302.4,1555.3,1089.7,61110,4947.4,0,0,0,0.19,0,0
1/1/2023,40670,Western/Milwaukee,2407.9,1394.8,1039.5,62381,4842.2,0,0,0,0.12,0,0
1/1/2023,40670,Western/Milwaukee,2407.9,1394.8,1039.5,62381,4842.2,41,45,37,0.14,0,0
1/1/2023,40670,Western/Milwaukee,2407.9,1394.8,1039.5,62381,4842.2,0,0,0,0.14,0,0
1/1/2023,40670,Western/Milwaukee,2407.9,1394.8,1039.5,62381,4842.2,0,0,0,0.19,0,0
1/1/2023,40590,Damen/Milwaukee,2613.7,2073,1515.5,72273,6202.2,0,0,0,0.12,0,0
1/1/2023,40590,Damen/Milwaukee,2613.7,2073,1515.5,72273,6202.2,41,45,37,0.14,0,0
1/1/2023,40590,Damen/Milwaukee,2613.7,2073,1515.5,72273,6202.2,0,0,0,0.14,0,0
1/1/2023,40590,Damen/Milwaukee,2613.7,2073,1515.5,72273,6202.2,0,0,0,0.19,0,0
1/1/2023,40320,Division/Milwaukee,2781.5,1751.3,1237.8,72844,5770.6,0,0,0,0.12,0,0
1/1/2023,40320,Division/Milwaukee,2781.5,1751.3,1237.8,72844,5770.6,41,45,37,0.14,0,0
1/1/2023,40320,Division/Milwaukee,2781.5,1751.3,1237.8,72844,5770.6,0,0,0,0.14,0,0
1/1/2023,40320,Division/Milwaukee,2781.5,1751.3,1237.8,72844,5770.6,0,0,0,0.19,0,0
1/1/2023,41410,Chicago/Milwaukee,1859.3,1007.3,767.3,47679,3633.9,0,0,0,0.12,0,0
1/1/2023,41410,Chicago/Milwaukee,1859.3,1007.3,767.3,47679,3633.9,41,45,37,0.14,0,0
1/1/2023,41410,Chicago/Milwaukee,1859.3,1007.3,767.3,47679,3633.9,0,0,0,0.14,0,0
1/1/2023,41410,Chicago/Milwaukee,1859.3,1007.3,767.3,47679,3633.9,0,0,0,0.19,0,0
1/1/2023,40490,Grand/Milwaukee,1369,938.8,714.5,36791,3022.3,0,0,0,0.12,0,0
1/1/2023,40490,Grand/Milwaukee,1369,938.8,714.5,36791,3022.3,41,45,37,0.14,0,0
1/1/2023,40490,Grand/Milwaukee,1369,938.8,714.5,36791,3022.3,0,0,0,0.14,0,0
1/1/2023,40490,Grand/Milwaukee,1369,938.8,714.5,36791,3022.3,0,0,0,0.19,0,0
1/1/2023,40370,Washington/Dearborn,5283.5,2977.3,2330,136843,10590.8,0,0,0,0.12,0,0
1/1/2023,40370,Washington/Dearborn,5283.5,2977.3,2330,136843,10590.8,41,45,37,0.14,0,0
1/1/2023,40370,Washington/Dearborn,5283.5,2977.3,2330,136843,10590.8,0,0,0,0.14,0,0
1/1/2023,40370,Washington/Dearborn,5283.5,2977.3,2330,136843,10590.8,0,0,0,0.19,0,0
1/1/2023,40790,Monroe/Dearborn,2886.1,851.3,713.5,68294,4450.9,0,0,0,0.12,0,0
1/1/2023,40790,Monroe/Dearborn,2886.1,851.3,713.5,68294,4450.9,41,45,37,0.14,0,0
1/1/2023,40790,Monroe/Dearborn,2886.1,851.3,713.5,68294,4450.9,0,0,0,0.14,0,0
1/1/2023,40790,Monroe/Dearborn,2886.1,851.3,713.5,68294,4450.9,0,0,0,0.19,0,0
1/1/2023,40070,Jackson/Dearborn,2851.2,1237.5,1019.7,70944,5108.4,0,0,0,0.12,0,0
1/1/2023,40070,Jackson/Dearborn,2851.2,1237.5,1019.7,70944,5108.4,41,45,37,0.14,0,0
1/1/2023,40070,Jackson/Dearborn,2851.2,1237.5,1019.7,70944,5108.4,0,0,0,0.14,0,0
1/1/2023,40070,Jackson/Dearborn,2851.2,1237.5,1019.7,70944,5108.4,0,0,0,0.19,0,0
1/1/2023,41340,LaSalle,1422.8,620.8,533.2,35561,2576.8,0,0,0,0.12,0,0
1/1/2023,41340,LaSalle,1422.8,620.8,533.2,35561,2576.8,41,45,37,0.14,0,0
1/1/2023,41340,LaSalle,1422.8,620.8,533.2,35561,2576.8,0,0,0,0.14,0,0
1/1/2023,41340,LaSalle,1422.8,620.8,533.2,35561,2576.8,0,0,0,0.19,0,0
1/1/2023,40430,Clinton-Forest Park,1497.4,623.8,542.8,37198,2664,0,0,0,0.12,0,0
1/1/2023,40430,Clinton-Forest Park,1497.4,623.8,542.8,37198,2664,41,45,37,0.14,0,0
1/1/2023,40430,Clinton-Forest Park,1497.4,623.8,542.8,37198,2664,0,0,0,0.14,0,0
1/1/2023,40430,Clinton-Forest Park,1497.4,623.8,542.8,37198,2664,0,0,0,0.19,0,0
1/1/2023,40350,UIC-Halsted,3279.7,1042.8,738.8,77477,5061.3,0,0,0,0.12,0,0
1/1/2023,40350,UIC-Halsted,3279.7,1042.8,738.8,77477,5061.3,41,45,37,0.14,0,0
1/1/2023,40350,UIC-Halsted,3279.7,1042.8,738.8,77477,5061.3,0,0,0,0.14,0,0
1/1/2023,40350,UIC-Halsted,3279.7,1042.8,738.8,77477,5061.3,0,0,0,0.19,0,0
1/1/2023,40470,Racine,982.9,448.3,360.3,24595,1791.5,0,0,0,0.12,0,0
1/1/2023,40470,Racine,982.9,448.3,360.3,24595,1791.5,41,45,37,0.14,0,0
1/1/2023,40470,Racine,982.9,448.3,360.3,24595,1791.5,0,0,0,0.14,0,0
